Crop,State,Season,Soil_Type,Weather_Condition,Area,Rainfall,Temperature,Humidity,Fertilizer_Usage,Pesticide_Usage,Yield_Per_Hectare,Total_Yield
Sugarcane,AP,Zaid,Loamy,Sunny,47.1,2251.3,32.3,90.0,195.4,1.89,102076.74,4807872.84
Groundnut,Bihar,Zaid,Clay,Cloudy,14.3,1420.2,31.7,57.1,234.4,1.34,2426.62,34689.46
Bajra,UP,Kharif,Chalky,Dry,46.85,1102.2,28.2,79.8,92.1,0.99,1672.46,78362.63
Wheat,Karnataka,Rabi,Chalky,Cloudy,2.24,1698.2,31.0,54.5,458.4,0.92,3923.61,8776.48
Cotton,Haryana,Kharif,Chalky,Dry,17.79,1377.2,43.0,22.8,275.1,4.29,1777.59,31620.84
Sugarcane,Gujarat,Winter,Chalky,Dry,21.67,486.2,30.9,48.6,112.1,4.91,84098.26,1822204.1
Cotton,Punjab,Winter,Sandy,Dry,31.48,768.2,22.3,91.8,257.8,0.24,1506.7,47424.25
Cotton,Karnataka,Summer,Clay,Cloudy,13.51,1524.2,39.7,78.4,450.5,4.65,2374.16,32074.33
Sugarcane,UP,Kharif,Chalky,Rainy,16.8,1046.7,16.2,44.5,449.8,0.23,74043.52,1244277.09
Jowar,Rajasthan,Kharif,Chalky,Rainy,19.32,1501.8,36.1,75.7,359.6,1.75,1896.92,36640.56
Wheat,Maharashtra,Rabi,Peaty,Humid,47.44,466.4,25.0,44.0,118.0,4.07,3232.37,153337.42
Soybean,Rajasthan,Summer,Sandy,Rainy,28.0,2020.1,32.2,39.9,350.4,1.87,2452.39,68661.04
Soybean,Karnataka,Summer,Sandy,Rainy,25.82,1811.7,40.7,55.0,425.7,0.97,3198.14,82575.95
Rice,AP,Kharif,Peaty,Dry,44.68,1680.6,30.8,44.9,491.0,1.67,5699.27,254615.29
Maize,Bihar,Winter,Clay,Rainy,5.78,1651.7,32.1,86.8,388.1,4.83,5864.73,33902.71
Maize,Maharashtra,Rabi,Silty,Dry,10.15,386.5,38.9,44.3,435.6,3.08,2855.19,28968.79
Soybean,Rajasthan,Kharif,Peaty,Sunny,39.7,2484.7,44.0,56.7,363.4,0.64,2719.91,107993.92
Barley,Haryana,Kharif,Peaty,Cloudy,33.16,1700.8,19.9,39.2,161.3,4.8,3531.26,117080.09
Cotton,MP,Kharif,Silty,Rainy,40.59,1544.3,26.7,28.2,453.0,0.27,1986.34,80623.34
Sugarcane,MP,Zaid,Clay,Cloudy,36.57,2490.5,38.9,45.6,455.3,0.35,117822.73,4309206.42
Rice,Haryana,Rabi,Sandy,Rainy,3.14,1783.6,17.2,35.2,91.8,0.41,3431.03,10780.58
Maize,Maharashtra,Rabi,Silty,Rainy,9.22,809.3,17.3,78.4,81.4,2.83,2670.51,24609.62
Rice,Haryana,Winter,Chalky,Dry,43.62,1684.6,43.4,41.1,317.9,3.48,4163.56,181594.4
Bajra,Rajasthan,Zaid,Silty,Cloudy,24.94,1098.5,29.2,84.0,340.5,0.32,2024.76,50500.71
Sugarcane,UP,Rabi,Peaty,Cloudy,8.35,1115.3,21.9,45.3,499.2,4.14,116708.34,974258.55
Cotton,AP,Winter,Chalky,Sunny,16.17,2415.0,39.3,21.1,457.7,1.21,2324.62,37592.4
Jowar,Bihar,Kharif,Peaty,Dry,22.35,1916.7,42.9,88.1,75.6,1.11,1742.75,38946.45
Bajra,Haryana,Kharif,Sandy,Cloudy,10.02,2256.4,43.9,55.9,96.8,3.95,1728.54,17327.44
Soybean,UP,Kharif,Sandy,Rainy,9.72,2331.7,36.2,31.4,227.1,0.38,2506.82,24372.14
Groundnut,MP,Kharif,Sandy,Humid,16.68,571.2,15.4,81.6,336.5,1.22,2876.79,47977.93
Sugarcane,Rajasthan,Kharif,Chalky,Rainy,29.3,1831.1,40.8,94.0,162.3,0.99,79215.28,2321173.04
Maize,Karnataka,Rabi,Silty,Humid,14.38,523.9,35.5,43.4,459.3,3.39,3867.22,55615.62
Jowar,Rajasthan,Winter,Peaty,Cloudy,34.0,2272.0,38.2,60.5,116.9,1.81,2029.27,68985.32
Groundnut,Bihar,Summer,Sandy,Sunny,30.71,806.1,21.9,49.9,316.9,2.77,2960.47,90924.59
Barley,MP,Rabi,Silty,Humid,25.49,2389.1,36.0,66.3,308.7,0.98,3719.78,94824.88
Barley,Haryana,Winter,Peaty,Sunny,12.49,1284.5,43.1,79.2,484.0,3.08,4181.75,52250.41
Jowar,MP,Summer,Silty,Rainy,22.89,1889.2,30.0,65.3,186.2,1.08,1730.73,39615.73
Barley,UP,Summer,Peaty,Sunny,34.68,305.6,25.2,50.9,93.6,1.26,2258.66,78330.58
Jowar,AP,Zaid,Loamy,Sunny,39.45,2324.0,33.0,34.0,402.0,4.78,2580.85,101805.18
Sugarcane,Bihar,Winter,Loamy,Rainy,19.39,1889.7,42.8,67.2,405.4,0.94,96801.34,1876554.14
Barley,UP,Winter,Peaty,Humid,40.5,1266.7,20.4,68.5,496.8,3.15,3741.55,151538.22
Cotton,Bihar,Kharif,Loamy,Rainy,36.93,1972.0,21.9,87.8,93.8,1.34,2188.25,80815.74
Groundnut,MP,Rabi,Loamy,Dry,0.51,574.0,41.5,36.7,100.8,3.44,2127.55,1082.26
Bajra,UP,Kharif,Chalky,Humid,12.56,645.5,30.1,52.2,378.1,1.29,2114.58,26561.65
Rice,Rajasthan,Summer,Loamy,Humid,49.15,1059.2,38.5,53.5,438.8,3.55,4978.42,244691.68
Jowar,Bihar,Zaid,Sandy,Sunny,37.45,2333.5,34.4,92.8,205.1,1.81,1612.0,60369.02
Soybean,Haryana,Kharif,Loamy,Humid,26.35,1027.9,15.5,62.2,105.7,0.49,1847.79,48695.3
Soybean,Gujarat,Zaid,Chalky,Sunny,15.89,2306.9,27.2,40.2,93.9,3.99,2872.56,45658.31
Wheat,Haryana,Kharif,Chalky,Cloudy,19.99,612.8,15.1,44.8,220.3,4.73,3368.14,67326.24
Bajra,Maharashtra,Kharif,Chalky,Cloudy,45.8,747.0,27.9,29.2,255.6,0.75,1982.13,90780.63
Cotton,Rajasthan,Zaid,Silty,Humid,32.11,1556.4,19.1,83.4,263.8,0.9,2052.01,65888.67
Soybean,AP,Winter,Silty,Humid,47.57,1538.5,38.9,52.3,254.2,4.41,2347.9,111696.53
Wheat,Bihar,Kharif,Peaty,Sunny,35.55,1991.0,31.9,50.2,485.2,3.1,5906.18,209985.28
Jowar,MP,Kharif,Peaty,Sunny,35.88,1399.2,35.5,40.2,319.4,2.28,1505.72,54023.35
Wheat,Gujarat,Winter,Clay,Humid,26.93,2360.2,36.8,89.4,149.0,1.62,4635.41,124825.37
Groundnut,Bihar,Rabi,Silty,Rainy,34.78,414.3,43.1,82.0,435.9,4.54,3101.85,107890.19
Wheat,Bihar,Winter,Silty,Cloudy,46.06,1680.4,23.1,29.2,117.4,3.94,3977.46,183209.28
Barley,AP,Summer,Chalky,Humid,3.89,1307.4,20.1,74.7,156.9,1.78,2599.28,10107.11
Barley,MP,Rabi,Peaty,Cloudy,42.24,1530.0,41.7,56.3,466.9,1.83,3804.46,160713.5
Soybean,MP,Summer,Loamy,Dry,19.42,1689.4,44.0,58.3,494.1,1.58,2124.4,41259.45
Rice,UP,Winter,Sandy,Humid,33.82,611.5,29.8,47.5,261.9,4.02,3870.37,130892.52
Sugarcane,MP,Winter,Peaty,Dry,18.77,1561.8,25.5,36.1,102.4,4.41,109230.47,2049843.83
Maize,AP,Kharif,Peaty,Rainy,2.35,937.4,23.2,50.5,482.9,2.66,3855.93,9047.45
Soybean,Bihar,Zaid,Peaty,Cloudy,37.63,1651.7,24.5,32.1,234.2,3.34,2214.01,83319.08
Maize,Rajasthan,Winter,Silty,Rainy,16.7,2466.3,26.0,59.5,431.7,2.68,6308.67,105373.78
Wheat,Rajasthan,Kharif,Clay,Cloudy,34.86,2310.2,36.8,25.6,231.3,0.11,3271.49,114038.58
Bajra,Gujarat,Kharif,Loamy,Rainy,46.04,296.5,26.9,94.8,379.7,4.77,2354.97,108415.18
Bajra,Haryana,Kharif,Peaty,Sunny,15.47,1866.1,19.9,59.3,171.1,4.16,2124.96,32867.33
Cotton,Maharashtra,Kharif,Loamy,Sunny,19.31,2052.1,34.6,52.8,343.5,0.36,2115.99,40850.23
Maize,Rajasthan,Zaid,Chalky,Dry,14.9,332.9,16.3,35.4,154.8,2.13,2645.44,39429.88
Groundnut,Bihar,Summer,Chalky,Cloudy,26.4,996.2,30.8,37.4,71.4,2.91,1941.17,51245.41
Jowar,Rajasthan,Zaid,Sandy,Humid,29.27,2074.0,27.7,87.7,267.5,2.91,2764.2,80899.41
Cotton,Rajasthan,Zaid,Silty,Humid,11.8,1030.9,15.7,91.5,237.2,3.97,1994.97,23543.36
Rice,Rajasthan,Summer,Sandy,Cloudy,45.21,584.6,29.3,66.5,318.3,4.32,4431.88,200360.11
Rice,Maharashtra,Winter,Chalky,Cloudy,43.63,1376.3,32.0,20.4,147.0,0.22,3270.02,142677.97
Maize,UP,Rabi,Sandy,Rainy,32.34,727.7,19.7,67.1,455.4,3.62,4594.61,148610.73
Rice,AP,Kharif,Sandy,Humid,31.1,985.7,15.9,49.6,468.7,3.17,4141.09,128781.85
Cotton,MP,Summer,Sandy,Sunny,36.6,1049.5,34.6,63.3,106.7,1.25,1324.18,48468.41
Soybean,Rajasthan,Rabi,Clay,Sunny,3.25,542.1,32.3,75.5,84.3,4.61,1803.69,5861.24
Bajra,Haryana,Winter,Sandy,Cloudy,45.85,2398.0,42.8,39.7,154.6,1.56,1499.67,68759.07
Wheat,Maharashtra,Winter,Sandy,Humid,40.25,1296.2,39.0,57.9,219.8,3.51,3639.75,146497.84
Soybean,Bihar,Winter,Clay,Humid,41.74,1436.5,30.5,87.9,405.5,4.55,3220.76,134421.44
Bajra,Maharashtra,Winter,Silty,Sunny,40.42,771.1,26.2,75.9,270.2,0.85,1640.62,66309.79
Barley,UP,Rabi,Chalky,Dry,25.54,343.2,42.7,33.3,287.8,4.04,2607.77,66603.65
Wheat,Haryana,Kharif,Sandy,Dry,18.76,671.7,36.3,26.9,486.7,4.9,3734.92,70050.77
Maize,Rajasthan,Summer,Sandy,Humid,19.73,1201.4,17.2,57.4,272.4,2.98,4122.97,81336.47
Maize,MP,Summer,Clay,Humid,2.61,2429.2,36.2,45.2,116.2,0.8,2767.15,7217.42
Groundnut,Karnataka,Rabi,Silty,Sunny,27.27,1809.9,39.8,79.4,447.2,4.84,4076.24,111150.95
Maize,Bihar,Zaid,Sandy,Humid,45.34,1057.7,32.5,20.9,199.4,0.4,2722.23,123426.32
Maize,Gujarat,Kharif,Peaty,Dry,6.47,1375.3,17.4,64.1,64.1,0.62,3409.02,22070.24
Cotton,Rajasthan,Zaid,Peaty,Humid,6.99,1562.7,35.2,22.8,434.9,4.54,2593.6,18138.77
Sugarcane,Gujarat,Summer,Sandy,Dry,44.3,1419.5,43.5,41.8,254.4,3.5,79556.71,3524001.6
Groundnut,Punjab,Zaid,Clay,Sunny,41.44,854.6,28.4,43.4,170.8,2.21,2693.69,111618.42
Barley,AP,Zaid,Clay,Rainy,11.08,1733.9,35.1,87.6,57.2,4.28,4050.5,44876.34
Jowar,AP,Kharif,Sandy,Humid,40.72,1910.7,32.7,60.5,242.3,4.87,2277.27,92722.42
Bajra,Maharashtra,Summer,Sandy,Rainy,39.93,2158.5,33.7,46.1,328.6,2.96,2891.54,115457.58
Sugarcane,Gujarat,Winter,Silty,Dry,29.51,851.7,44.3,39.7,261.3,4.4,86524.3,2553079.89
Sugarcane,Gujarat,Summer,Chalky,Humid,45.19,290.2,30.5,23.7,82.0,4.45,59670.0,2696737.31
Maize,Punjab,Rabi,Loamy,Rainy,21.54,2327.0,20.0,40.1,78.5,4.0,4023.8,86676.24
Wheat,MP,Kharif,Loamy,Sunny,37.28,1298.3,26.3,47.7,137.5,2.29,3433.13,127979.59
Soybean,Bihar,Rabi,Silty,Humid,9.73,476.4,41.1,90.5,85.5,1.81,1610.15,15662.92
Bajra,Gujarat,Winter,Silty,Rainy,26.45,827.5,40.6,56.0,329.3,0.49,1978.8,52338.81
Groundnut,AP,Winter,Loamy,Rainy,15.83,1811.4,21.7,66.6,315.4,4.86,3818.71,60445.12
Maize,Rajasthan,Rabi,Peaty,Dry,12.59,2278.2,18.0,69.2,406.0,1.84,4299.04,54124.23
Wheat,UP,Winter,Clay,Sunny,5.64,274.4,17.7,83.4,343.1,4.79,3776.99,21312.12
Cotton,Karnataka,Zaid,Sandy,Rainy,44.51,1233.5,41.8,84.9,247.3,1.97,1777.03,79094.3
Jowar,Punjab,Zaid,Peaty,Sunny,48.91,1377.5,33.9,70.3,213.1,3.76,1931.97,94486.31
Groundnut,Haryana,Zaid,Silty,Sunny,9.91,965.0,18.3,65.2,410.4,3.09,3238.28,32095.36
Groundnut,Punjab,Kharif,Silty,Humid,41.72,442.0,19.2,93.3,314.5,2.6,2392.34,99808.0
Groundnut,Karnataka,Zaid,Peaty,Dry,4.7,1518.6,32.1,88.6,286.8,0.77,2719.49,12772.46
Jowar,Punjab,Kharif,Silty,Rainy,1.61,2477.2,31.7,22.6,315.5,2.24,2168.9,3494.36
Bajra,Rajasthan,Kharif,Loamy,Humid,47.91,1919.6,40.5,46.5,299.5,3.12,2339.69,112098.45
Cotton,UP,Winter,Silty,Humid,37.09,2307.2,28.7,68.2,96.4,4.53,1849.07,68591.07
Cotton,Punjab,Kharif,Chalky,Humid,26.69,2409.1,17.7,71.2,483.0,1.57,2527.16,67460.35
Bajra,Punjab,Rabi,Chalky,Humid,2.41,514.9,23.6,39.0,326.8,2.33,2056.67,4964.47
Maize,MP,Rabi,Silty,Rainy,0.81,1336.2,25.8,61.7,374.4,1.33,3907.9,3149.99
Maize,Karnataka,Winter,Loamy,Dry,49.72,586.0,38.7,72.9,195.0,1.72,2538.86,126226.86
Cotton,Punjab,Kharif,Chalky,Dry,35.02,316.9,23.8,23.8,423.5,4.54,1952.4,68363.44
Sugarcane,Karnataka,Kharif,Loamy,Dry,2.3,2391.4,32.1,43.0,220.4,3.6,96347.16,221167.32
Barley,AP,Zaid,Chalky,Humid,3.95,1182.0,16.2,92.4,332.3,0.85,3501.75,13823.49
Maize,Bihar,Winter,Loamy,Cloudy,12.3,209.7,20.6,20.3,373.9,2.19,2642.56,32504.59
Maize,UP,Kharif,Sandy,Rainy,32.28,1261.5,24.2,36.7,145.8,2.11,3074.27,99236.57
Sugarcane,AP,Zaid,Clay,Humid,15.14,470.6,27.1,41.3,61.7,4.44,66390.34,1005177.85
Wheat,Haryana,Winter,Sandy,Humid,21.22,1077.4,17.9,59.3,281.5,2.39,4343.03,92144.22
Rice,Haryana,Zaid,Silty,Cloudy,7.06,2182.7,33.4,46.6,63.8,2.73,4441.06,31348.14
Wheat,Bihar,Winter,Peaty,Cloudy,28.63,2035.7,30.8,26.8,312.3,3.1,5251.62,150359.58
Maize,Haryana,Winter,Loamy,Humid,47.69,381.6,31.1,43.4,151.4,2.58,2902.84,138449.97
Wheat,UP,Zaid,Peaty,Dry,44.33,735.7,28.5,27.2,200.8,2.58,3166.78,140381.11
Jowar,Punjab,Zaid,Sandy,Rainy,41.89,1347.9,34.6,69.3,411.6,3.23,2273.29,95225.09
Groundnut,Gujarat,Summer,Clay,Cloudy,10.23,1549.5,40.3,64.0,217.5,0.49,2142.33,21910.19
Groundnut,Rajasthan,Kharif,Chalky,Rainy,19.29,1028.9,26.8,79.5,195.9,2.56,2687.67,51852.89
Cotton,Haryana,Rabi,Loamy,Rainy,12.55,2231.3,31.8,65.7,443.8,4.11,3308.83,41535.76
Wheat,Bihar,Kharif,Chalky,Humid,4.95,2107.7,16.8,32.7,408.1,0.11,4786.71,23684.46
Rice,AP,Winter,Peaty,Humid,20.97,1505.0,31.3,63.9,116.1,3.52,3983.28,83520.18
Wheat,Gujarat,Kharif,Peaty,Sunny,17.94,1329.1,20.7,46.1,373.1,1.17,4475.01,80272.35
Soybean,UP,Winter,Peaty,Sunny,10.39,232.2,37.0,72.0,406.6,1.36,2355.05,24476.21
Cotton,Karnataka,Zaid,Clay,Sunny,6.18,1996.4,36.6,69.2,119.8,1.41,1649.34,10184.78
Soybean,Punjab,Winter,Sandy,Cloudy,2.62,1911.2,29.6,43.8,112.9,0.47,1900.68,4977.37
Bajra,Punjab,Rabi,Silty,Rainy,18.28,1303.9,44.0,38.2,374.6,3.8,1759.35,32159.33
Soybean,AP,Rabi,Clay,Rainy,37.96,701.8,38.9,34.2,374.6,1.73,1859.32,70576.43
Cotton,Karnataka,Zaid,Silty,Dry,7.5,1205.3,18.3,36.5,317.8,4.89,2158.72,16184.49
Wheat,Gujarat,Rabi,Loamy,Cloudy,25.17,348.8,19.3,86.2,234.6,3.11,2842.93,71552.98
Maize,Karnataka,Kharif,Loamy,Humid,19.67,1228.0,44.6,46.4,340.1,0.77,3161.3,62180.72
Wheat,AP,Zaid,Silty,Sunny,25.48,512.2,36.2,25.3,390.7,2.78,3844.68,97949.41
Cotton,Gujarat,Zaid,Peaty,Cloudy,24.59,1750.6,39.7,56.0,266.6,1.66,1784.84,43884.89
Cotton,AP,Kharif,Peaty,Dry,8.26,1443.9,18.0,43.9,287.4,4.74,2047.47,16905.65
Bajra,Rajasthan,Zaid,Silty,Sunny,3.84,1268.9,33.3,51.6,58.6,4.93,1794.58,6886.68
Soybean,Rajasthan,Rabi,Chalky,Dry,7.21,665.7,24.3,64.3,199.6,3.76,2442.41,17621.2
Soybean,Rajasthan,Rabi,Sandy,Sunny,15.43,1244.4,30.8,83.8,469.2,4.66,3300.27,50911.32
Barley,Karnataka,Summer,Silty,Cloudy,40.55,1550.1,34.0,58.9,418.9,4.41,4432.77,179764.91
Jowar,Gujarat,Rabi,Peaty,Humid,4.91,435.0,42.1,67.3,168.0,1.47,1262.87,6205.69
Sugarcane,UP,Rabi,Sandy,Dry,46.66,1300.4,31.8,64.7,234.5,4.21,99171.27,4627781.71
Rice,Maharashtra,Rabi,Loamy,Cloudy,45.39,2015.6,36.4,37.6,335.3,3.25,4499.2,204205.95
Cotton,Rajasthan,Kharif,Clay,Cloudy,15.12,766.6,33.1,29.8,312.1,0.54,1941.53,29351.44
Sugarcane,Maharashtra,Kharif,Chalky,Sunny,18.75,1755.0,30.9,48.7,252.8,0.16,85400.45,1600885.63
Bajra,MP,Rabi,Chalky,Cloudy,32.23,1619.3,31.6,26.6,378.3,3.05,2515.54,81068.55
Groundnut,UP,Rabi,Clay,Humid,44.92,322.3,33.3,29.4,85.3,2.3,1877.4,84341.04
Bajra,Gujarat,Rabi,Sandy,Sunny,12.14,2139.4,40.6,75.0,326.8,4.35,2731.92,33167.91
Bajra,MP,Winter,Clay,Sunny,1.96,1034.8,39.5,81.0,431.9,0.93,1955.27,3840.83
Barley,Haryana,Winter,Clay,Rainy,1.43,1100.7,17.2,55.6,239.8,2.28,3080.2,4395.9
Rice,Punjab,Winter,Clay,Rainy,30.62,2110.1,22.1,36.6,324.0,4.11,5652.23,173098.36
Bajra,Karnataka,Rabi,Peaty,Dry,24.47,1276.6,34.3,61.7,335.3,4.38,2344.34,57356.92
Jowar,UP,Winter,Chalky,Rainy,1.31,600.3,29.7,81.7,175.4,2.66,1849.77,2417.91
Sugarcane,Punjab,Rabi,Sandy,Humid,4.39,1855.5,25.4,94.6,186.1,1.27,113554.59,497979.47
Rice,Haryana,Kharif,Sandy,Humid,10.36,2287.2,17.9,84.3,130.0,4.32,5503.56,57026.27
Sugarcane,Rajasthan,Kharif,Silty,Sunny,28.69,243.1,36.3,73.4,102.0,2.89,74354.38,2133215.81
Maize,UP,Zaid,Sandy,Dry,25.6,1978.6,36.2,28.9,316.0,4.85,4555.54,116606.68
Cotton,Bihar,Winter,Clay,Humid,3.46,240.7,41.3,80.7,305.5,4.99,1731.12,5986.98
Barley,MP,Rabi,Silty,Sunny,19.36,1981.5,27.5,92.9,381.1,0.18,4391.61,85034.65
Rice,UP,Rabi,Chalky,Sunny,27.05,864.8,25.5,45.7,197.0,1.29,4221.24,114181.6
Jowar,AP,Rabi,Silty,Rainy,7.03,982.7,30.4,83.9,338.8,0.96,1867.32,13126.86
Rice,Bihar,Kharif,Chalky,Cloudy,24.24,1713.6,28.0,71.0,253.0,1.73,4635.88,112377.76
Wheat,Rajasthan,Zaid,Peaty,Sunny,2.78,2469.6,22.9,29.5,216.4,3.72,4222.23,11732.06
Sugarcane,Rajasthan,Winter,Chalky,Sunny,18.87,1642.0,15.3,77.3,383.0,4.17,118770.73,2241450.27
Barley,Maharashtra,Summer,Loamy,Cloudy,5.58,1209.9,33.4,37.3,300.1,4.06,3883.62,21689.26
Soybean,Maharashtra,Zaid,Clay,Rainy,37.27,379.4,32.0,52.2,57.9,1.26,1395.86,52022.77
Cotton,MP,Winter,Clay,Dry,36.33,2292.1,15.8,53.6,324.9,1.66,2189.42,79545.25
Bajra,Karnataka,Rabi,Loamy,Rainy,6.6,1330.0,34.7,63.4,113.0,0.89,1821.58,12023.69
Rice,Maharashtra,Winter,Peaty,Cloudy,16.89,264.8,28.5,68.9,416.9,1.41,4487.68,75809.04
Maize,Haryana,Summer,Chalky,Humid,14.06,2031.4,20.2,87.9,478.7,1.89,5918.11,83232.4
Barley,Karnataka,Rabi,Chalky,Cloudy,10.57,1478.0,21.6,35.5,295.6,2.02,3244.56,34304.79
Wheat,Gujarat,Rabi,Peaty,Cloudy,13.0,1284.5,25.6,46.7,429.0,3.76,4802.17,62450.6
Barley,Haryana,Kharif,Peaty,Humid,47.16,582.8,23.8,31.4,406.5,0.4,3007.91,141846.01
Sugarcane,AP,Rabi,Loamy,Dry,47.9,2391.6,23.4,74.9,310.4,1.26,116819.37,5595160.98
Sugarcane,Bihar,Kharif,Peaty,Cloudy,26.91,931.3,30.8,78.6,396.0,1.84,80566.37,2167930.7
Barley,Karnataka,Kharif,Sandy,Rainy,19.96,1656.7,41.8,64.1,326.7,3.61,3242.71,64709.54
Jowar,Punjab,Rabi,Peaty,Dry,23.42,587.8,15.6,65.7,464.4,0.62,1416.1,33158.48
Barley,MP,Rabi,Clay,Humid,45.91,463.8,17.1,83.9,398.7,1.39,2807.11,128863.55
Wheat,Bihar,Winter,Clay,Rainy,41.08,1075.5,30.8,22.2,76.2,3.41,2895.91,118955.44
Barley,Punjab,Winter,Silty,Cloudy,18.9,1621.5,32.3,49.6,188.0,2.09,2652.85,50149.78
Wheat,Punjab,Summer,Sandy,Dry,40.76,1695.4,32.1,72.8,194.1,4.63,5561.08,226647.58
Sugarcane,AP,Zaid,Sandy,Rainy,11.3,314.2,29.8,55.1,85.0,1.38,63567.97,718416.39
Maize,UP,Kharif,Chalky,Sunny,22.22,2039.0,28.9,31.2,375.7,1.02,3828.45,85058.57
Soybean,Maharashtra,Zaid,Clay,Cloudy,35.58,275.7,23.9,85.3,58.2,2.77,1899.24,67567.14
Jowar,Gujarat,Winter,Chalky,Rainy,25.75,210.0,31.7,90.0,200.6,4.84,1856.92,47815.55
Sugarcane,Gujarat,Kharif,Peaty,Rainy,33.35,2478.8,39.7,75.9,143.6,4.39,111770.14,3727859.48
Soybean,Gujarat,Summer,Loamy,Sunny,13.86,1845.0,43.7,71.8,449.1,2.32,2694.23,37333.82
Bajra,MP,Zaid,Peaty,Cloudy,31.48,1811.2,22.6,80.7,477.6,2.38,3271.52,102988.75
Bajra,UP,Rabi,Clay,Humid,3.52,2142.5,35.2,83.7,112.3,0.25,2064.26,7275.69
Soybean,Gujarat,Winter,Chalky,Rainy,5.77,2130.8,37.4,24.4,144.2,2.83,1976.69,11408.6
Cotton,Haryana,Rabi,Clay,Cloudy,49.9,1545.9,37.5,35.2,350.4,3.28,2128.95,106227.29
Rice,MP,Winter,Clay,Humid,35.96,2271.8,18.9,39.9,463.7,4.74,5194.54,186794.55
Sugarcane,MP,Kharif,Silty,Humid,21.28,2296.7,25.5,77.6,225.2,4.04,119836.15,2550306.95
Sugarcane,Rajasthan,Winter,Silty,Humid,26.88,281.7,43.5,40.7,57.3,0.47,41622.76,1118729.76
Wheat,Gujarat,Winter,Silty,Rainy,37.65,644.4,15.9,83.9,111.9,4.46,3625.58,136504.92
Wheat,Karnataka,Summer,Sandy,Cloudy,18.48,2174.0,39.7,25.9,312.2,3.24,4679.87,86474.4
Groundnut,Maharashtra,Winter,Sandy,Humid,36.32,1338.7,28.0,50.8,277.1,1.9,2182.29,79265.51
Groundnut,Gujarat,Rabi,Clay,Humid,11.77,2260.6,25.2,43.2,377.0,1.59,3650.83,42974.18
Barley,Gujarat,Rabi,Silty,Cloudy,44.91,1194.9,20.0,43.9,244.5,3.6,3222.1,144698.07
Rice,Karnataka,Rabi,Loamy,Dry,33.71,1883.0,39.4,78.7,357.0,2.25,5201.76,175338.13
Cotton,Punjab,Summer,Loamy,Sunny,21.92,1786.7,32.0,52.2,418.2,3.99,2628.49,57623.39
Groundnut,Haryana,Zaid,Peaty,Sunny,46.01,336.7,27.1,94.1,319.7,2.62,2886.8,132825.56
Groundnut,Punjab,Summer,Chalky,Rainy,36.67,2439.4,29.1,67.4,243.9,0.78,2877.76,105521.34
Soybean,MP,Rabi,Loamy,Humid,23.23,1715.4,25.6,34.4,418.5,1.88,2698.87,62692.22
Jowar,Haryana,Summer,Sandy,Rainy,28.88,1783.8,24.8,66.0,73.5,0.59,1449.57,41862.18
Soybean,Rajasthan,Kharif,Loamy,Cloudy,5.13,1119.7,21.3,71.0,214.0,0.82,1873.32,9614.75
Soybean,MP,Summer,Silty,Sunny,13.57,352.7,15.4,86.1,209.1,4.97,1964.22,26646.41
Jowar,Haryana,Rabi,Chalky,Sunny,33.16,426.6,31.8,29.0,145.2,0.94,1228.91,40744.81
Wheat,Rajasthan,Winter,Sandy,Rainy,36.11,1487.8,44.8,51.9,129.2,2.41,3055.7,110342.94
Barley,Gujarat,Rabi,Silty,Rainy,8.2,596.5,30.4,78.0,148.6,0.4,3015.01,24724.57
Wheat,Punjab,Rabi,Sandy,Humid,25.8,330.7,21.2,26.7,231.8,4.12,3625.18,93514.96
Soybean,Maharashtra,Summer,Loamy,Sunny,22.81,1055.4,28.8,82.6,346.8,0.39,2538.83,57908.39
Soybean,Karnataka,Zaid,Silty,Cloudy,12.52,396.1,31.0,86.6,281.6,3.72,2537.13,31755.12
Wheat,Maharashtra,Kharif,Sandy,Cloudy,5.91,1159.1,37.9,49.6,342.6,3.82,4679.32,27648.6
Maize,Punjab,Summer,Chalky,Dry,36.99,2241.3,21.9,26.4,191.2,3.32,3793.56,140314.73
Maize,Punjab,Kharif,Clay,Cloudy,48.02,1966.6,21.2,48.8,294.8,3.1,4984.43,239348.38
Jowar,Rajasthan,Kharif,Loamy,Dry,39.97,1747.9,28.1,39.2,76.7,1.75,1569.4,62724.96
Bajra,UP,Zaid,Peaty,Humid,47.39,430.9,25.1,56.1,351.8,2.53,2069.85,98097.77
Jowar,Rajasthan,Winter,Chalky,Cloudy,35.93,553.0,16.8,63.4,336.1,0.76,1662.92,59751.12
Jowar,Bihar,Summer,Loamy,Rainy,36.8,1391.7,15.3,58.8,94.8,3.33,1551.49,57089.09
Cotton,AP,Zaid,Chalky,Dry,36.74,579.8,43.7,36.8,256.0,0.66,1300.67,47792.95
Maize,Bihar,Summer,Clay,Humid,28.67,1061.5,34.6,32.3,78.6,4.29,3461.03,99234.38
Cotton,MP,Summer,Loamy,Rainy,4.64,2050.4,28.3,77.4,55.7,0.24,1899.17,8811.33
Soybean,Bihar,Kharif,Peaty,Sunny,4.72,1574.0,35.6,36.5,227.4,3.03,1921.7,9062.31
Jowar,Haryana,Rabi,Chalky,Humid,8.6,1440.9,30.2,27.5,213.5,0.52,1334.1,11476.86
Rice,Karnataka,Rabi,Silty,Cloudy,38.36,621.9,35.2,88.7,195.8,4.51,3346.63,128378.83
